eid,afid,name,domain,url,variants,match_count
10-s2.0-120956532,120956532,IEDUV,,,['Ieduv'],0
10-s2.0-130270238,130270238,Federal University of Technological – Paraná Postgraduate Program in Technology,,,"['Federal University Of Technology–paraná', 'Federal University Of Technological – Paraná Postgraduate Program In Technology']",0
10-s2.0-117994064,117994064,Mestrado Profissional de Engenharia de Produção Centro Universitário UniSociesc Joinville SC 89205-100,,,['Mestrado Profissional De Engenharia De Produção Centro Universitário Unisociesc Joinville Sc 89205-100'],0
10-s2.0-131302144,131302144,ERGOCENTER,,,['Ergocenter'],0
10-s2.0-131302545,131302545,UNISOCIESC – University Center of SOCIESC,,,['Unisociesc – University Center Of Sociesc'],0
10-s2.0-127775448,127775448,Esplanada dos Ministérios,,,"['Esplanada Dos Ministérios', 'Esplanada Do Ministérios']",0
10-s2.0-117993844,117993844,National Iinsitute of Technology,,,['National Iinsitute Of Technology'],0
10-s2.0-101461946,101461946,SENAI CETIQT,,,"['Senai Cetiqt', 'Cetiqt', 'Senai - Cetiqt', 'Senai', 'Faculdade Senai Cetiqt']",0
10-s2.0-128059626,128059626,São José dos Pinhais – PR 83010-390,,,"['São José Dos Pinhais – Pr 83010-390', 'São José Dos']",0
10-s2.0-109720532,109720532,Faculdade de Tecnologia da Zona Leste,,,"['Faculdade De Tecnologia Da Zona Leste', 'Faculdade De Tecnologia Zona Leste', 'Faculdade De Tecnologia Da Zona Leste De São Paulo', 'Centro Paula Souza – Faculdade De Tecnologia Da Zona Leste']",1
10-s2.0-117948071,117948071,CLBI,,,['Clbi'],0
10-s2.0-131302032,131302032,SORRI Rehabilitation Center,,,['Sorri Rehabilitation Center'],0
10-s2.0-131302651,131302651,Instituto de Ensino Superior de Foz do Iguaçu Avenida Paraná 3695 - Jardim Central Foz do Iguaçu-PR CEP 85863720,,,['Instituto De Ensino Superior De Foz Do Iguaçu Avenida Paraná 3695 - Jardim Central Foz Do Iguaçu-pr Cep 85863720'],0
10-s2.0-117993876,117993876,Faculty of Applied Sciences Paraná (FACET),,,['Faculty Of Applied Sciences Paraná (facet)'],0
10-s2.0-101815207,101815207,University of Feira de Santana,,,[],0
10-s2.0-106598065,106598065,Centra Universitário da FEI,,,"['Centra Universitário Da Fei', 'Centro Universitário Fei', 'Centra Universitario Da Fei', 'Center Universitario Da Fei']",0
10-s2.0-124065104,124065104,Federal Institute of Education,,,[],0
10-s2.0-113362955,113362955,IPEV,,,['IPEV'],0
10-s2.0-117994046,117994046,Tupy Technology College / Sociesc Curitiba,,,['Tupy Technology College / Sociesc Curitiba'],0
10-s2.0-60101663,60101663,Instituto de Pesquisas da Marinha,marinha.mil.br,https://www.marinha.mil.br/ipqm/,['Instituto de Pesquisas da Marinha'],0
10-s2.0-116697511,116697511,Centro de Desenvolvimento de Sistemas,,,['Centro de Desenvolvimento de Sistemas'],0
10-s2.0-116697597,116697597,Softex Recife,,,"['Softex Recife', 'Softexrecife']",0
10-s2.0-105590096,105590096,SERPRO,,,['Serpro'],0
10-s2.0-116698038,116698038,Universidade Estadual Do Norte Do,,,['Universidade Estadual Do Norte Do'],0
10-s2.0-114708267,114708267,Federal Institute of Science of Education,,,"['Federal Institute Of Science Of Education', 'Federal Institute Of Science Education']",0
10-s2.0-126653787,126653787,PUC-Rio,,,[],0
10-s2.0-116553193,116553193,Company - TRIUNICA Human Development Creative,,,['Company - TRIUNICA Human Development Creative'],0
10-s2.0-116535525,116535525,Faculdade de Tecnologia,,,"['Faculdade De Tecnologia', 'Faculdade De Tecnologia/fat/uerj', 'Faculdade De Tecnologia Bragança Paulista']",0
10-s2.0-116535741,116535741,Forensic Analysis in Audio-Visual Unit Technical and Scientific Police of Mato Grosso (POLITEC),,,['Forensic Analysis In Audio-visual Unit Technical And Scientific Police Of Mato Grosso (politec)'],0
10-s2.0-108662771,108662771,Médico Oftalmologista,,,"['Médico Oftalmologista', 'Medico Oftalmologista']",0
10-s2.0-106012564,106012564,SOFTEX,,,['SOFTEX'],0
10-s2.0-116532008,116532008,ISE Business School,,,[],0
10-s2.0-112651365,112651365,Unijuí University,,,"['Unijuí University', 'Unijui University', 'Northwest Regional University (unijui)']",0
10-s2.0-116517184,116517184,Web Technologies Study Center (Ceweb.br),,,"['Ceweb.br - Web Technologies Study Center', 'Web Technologies Study Center', 'Web Technologies Study Center (Ceweb.br)']",0
10-s2.0-116517341,116517341,Santa-Bárbara d'Oeste,,,"[""Santa-bárbara D'oeste"", ""Santa Bárbara D'oeste""]",0
10-s2.0-116517177,116517177,Federal Intitute Education and Technology of Amazonas,,,['Federal Intitute Education and Technology of Amazonas'],0
10-s2.0-118097320,118097320,University of the State of São Paulo,,,"['University Of The State Of São Paulo', 'University Of São Paulo State', 'North University Center Of São Paulo', 'North Of São Paulo University']",0
10-s2.0-116502008,116502008,Camara dos Deputados Praga dos Tres Poderes Anexo II sala,,,['Camara dos Deputados Praga dos Tres Poderes Anexo II sala'],0
10-s2.0-116477026,116477026,J and M - Assessoria e Consultoria Pessoal e Profissional Ltda,,,['J and M - Assessoria e Consultoria Pessoal e Profissional Ltda'],0
10-s2.0-116476787,116476787,Mechanical Engineering Graduate Program (PPGEM),,,[],0
10-s2.0-115462331,115462331,Innovation,,,['Innovation'],0
10-s2.0-116448928,116448928,Fundação de Assistência e Educação FAESA,,,['Fundação De Assistência E Educação Faesa'],0
10-s2.0-116296574,116296574,Unijú University,,,['Unijú University'],0
10-s2.0-108283659,108283659,Centro,,,['Centro'],0
10-s2.0-116449785,116449785,Centro,,,['Centro'],0
10-s2.0-101897751,101897751,Escola Nacional de Ciências Estatísticas,,,[],1
10-s2.0-119053023,119053023,Lojas Renner S/A,,,"['Lojas Renner S/a', 'Lojas Renner Sa']",0
10-s2.0-115493807,115493807,CASNAV,,,[],0
10-s2.0-112907127,112907127,Light Electrical Energy Utility of Rio de Janeiro,,,"['Light Electrical Energy Utility of Rio de Janeiro', 'Rio de Janeiro Electric Company-LIGHT']",0
10-s2.0-116448537,116448537,Fuzzy Consultoria Ltd,,,['Fuzzy Consultoria Ltd'],0
10-s2.0-116449331,116449331,Probatus Consultoria Ltda,,,['Probatus Consultoria Ltda'],0
10-s2.0-116448900,116448900,Faculdade Cenecista de Rio Bonito-FACERB,,,['Faculdade Cenecista de Rio Bonito-FACERB'],0
10-s2.0-116449379,116449379,Secretaria de Estado de Planejamento e Gestão/RJ,,,['Secretaria de Estado de Planejamento e Gestão/RJ'],0
10-s2.0-116449021,116449021,CNPq Instituto Nacional de Tecnologia,,,['CNPq Instituto Nacional de Tecnologia'],0
10-s2.0-116448640,116448640,Faculdade Federal Flumeinense,,,['Faculdade Federal Flumeinense'],0
10-s2.0-116449726,116449726,IBMEC School of Business and Economics,,,"['School Of Business And Economics', 'Ibmec School Of Business And Economics']",0
10-s2.0-116449444,116449444,Quântica Consultoria Empresarial Ltda,,,['Quântica Consultoria Empresarial Ltda'],0
10-s2.0-115135785,115135785,Naval Systems Analysis Center,,,[],0
10-s2.0-116449349,116449349,Coordination and Control Center of Nuclear Emergency,,,['Coordination and Control Center of Nuclear Emergency'],0
10-s2.0-121792984,121792984,ASSESPRO,,,['Assespro'],0
10-s2.0-112303310,112303310,National Control and Operation Center Transpetro,,,"['National Control and Operation Center Transpetro', 'Transpetros National Operational Control Center']",0
10-s2.0-116449664,116449664,Master's Program in Management,,,"[""Master's Program in Management""]",0
10-s2.0-116449658,116449658,Fuzzy Consultoria Ltda,,,['Fuzzy Consultoria Ltda'],0
10-s2.0-116400922,116400922,Geografia - Tratamento da Informação Espacial - PUC Minas MG,,,['Geografia - Tratamento da Informação Espacial - PUC Minas MG'],0
10-s2.0-116400533,116400533,Informática-PUC Rio,,,['Informática-PUC Rio'],0
10-s2.0-115876780,115876780,Departamento de Ciências da Computação - UNIMONTES,,,"['Departamento de Ciências da Computação - UNIMONTES', 'Departamento de Ciências da Computação/UNIMONTES']",0
10-s2.0-116400641,116400641,Programa de Pós Graduação - TIE PUC-MINAS,,,['Programa de Pós Graduação - TIE PUC-MINAS'],0
10-s2.0-116363682,116363682,Instituto Senai de Tecnologia,,,"['Instituto Senai De Tecnologia', 'Ist-instituto Senai De Tecnologia', 'Ist - Instituto Senai De Tecnologia Da Informação', 'Instituto Senai De Tecnologia (ist)']",0
10-s2.0-116400712,116400712,Faculdade São Francisco de Assis,,,"['Faculdade São Francisco De Assis', 'São Francisco De Assis College', 'Faculdade São Francisco De Assis/unifin', 'Faculdade São Francisco De Assis / Unifin', 'Faculdade São Francisco De Assis - Unifin', 'Faculdade São Francisco De Assis (unifin)']",2
10-s2.0-105799641,105799641,Salvador University,,,['Salvador University'],0
10-s2.0-101903692,101903692,Coordenação de Administração,,,"['Coordenação de Pesquisa', 'Coordenação de Administração']",0
10-s2.0-112651827,112651827,Instituto de Pesquisas e Ensaios em Voo (IPEV),,,"['Instituto De Pesquisas E Ensaios Em Voo (ipev)', 'Instituto De Pesquisas E Ensaios Em Voo', 'Instituto De Pesquisas E Ensaio Em Voos (ipev)', 'Instituto De Pesquisa E Ensaios Em Voo (dcta-ipev)']",0
10-s2.0-116344644,116344644,Parané Federal Institute,,,['Parané Federal Institute'],0
10-s2.0-116347771,116347771,Scientific Research Group in Egypt,,,['Scientific Research Group in Egypt'],0
10-s2.0-116308103,116308103,State University of Western Parané,,,['State University Of Western Parané'],0
10-s2.0-107981073,107981073,Federal Technological University of Parané,,,"['Technological Federal University Of Paran', 'Federal University Of Technology Paran', 'Federal University Of Technology Of Paran', 'Federal Technological University Of Parané', 'Federal Techn. University Of Paran']",0
10-s2.0-112527891,112527891,Western of Paraná State University,,,[],0
10-s2.0-116272094,116272094,Federal Institute of Esprito Santo,,,"['Federal Institute Of Esprito Santo', 'Instituto Federal Do Esprito Santo (ifes)', 'Federal Institute Of Esp Rito Santo']",0
10-s2.0-112749346,112749346,Consulting Engineer,,,"['Consulting Engineer', 'Consultancy']",0
10-s2.0-112967656,112967656,Federal University of Esprito Santo,,,"['Federal University Of Esprito Santo', 'Federal University Of Esprito', 'Federal University Of Espiritu Santo', 'Federal University Of E. Santo', 'Federal Institute Of Esprito Santo']",0
10-s2.0-116197869,116197869,TPV Technology Limited,,,['Tpv Technology Limited'],0
10-s2.0-109681889,109681889,Institute for Advanced Studies in Communications (Iecom),,,"['Institute For Advanced Studies In Communications (iecom)', 'Institute Of Advanced Studies In Communications (iecom)', 'Institute For Advanced Studies On Communications - Iecom', 'Institute For Advanced Studies In Telecommunications', 'Institute For Advanced Studies In Communications Iecom', 'Institute For Advanced Studies In Communications - Iecom']",0
10-s2.0-113568794,113568794,Federal University of Reconcavo Baiano,,,"['Federal University Of Recôncavo Baiano', 'Federal University Of Reconcavo Baiano', 'Federal University Of The Reconcavo Baiano', 'Federal University Of Recôncavo Baiano-ufrb']",0
10-s2.0-116198204,116198204,Institute for Advanced Studies in Communications (Lecom),,,['Institute For Advanced Studies In Communications (lecom)'],0
10-s2.0-127156847,127156847,Estação de Hidrobiologia e Aquicultura - CESP,,,['Estação De Hidrobiologia E Aquicultura - Cesp'],0
10-s2.0-114755917,114755917,Museu de História Natural Capão da Imbuia,,,"['Museu De História Natural Capão Da Imbuia', 'Museu Historia Nat. Capao Da Imbuia', 'Museu De História Natural Capão Da Imbúia']",0
10-s2.0-127156869,127156869,Companhia Energética de São Paulo,,,['Companhia Energética De São Paulo'],0
10-s2.0-126648029,126648029,Pontifical Catholic University,,,['Pontifical Catholic University'],0
10-s2.0-127228724,127228724,Universidade de Joinville (Univille),,,"['Universidade Regional De Joinville', 'Universidade De Joinville (univille)']",0
10-s2.0-115071974,115071974,Research Innovation and Dissemination Centers São Paulo Research Foundation,,,[],0
10-s2.0-128382537,128382537,Gemacom Tech,,,['Gemacom Tech'],0
10-s2.0-126994810,126994810,Ministry of Fisheries and Aquaculture,,,['Ministry Of Fisheries And Aquaculture'],0
10-s2.0-112537361,112537361,Federal Institute of Goiás,,,"['Federal Institute Of Goiás', 'Federal University Of Goiás (ufg)', 'The Medical School Of Goias Federal University', 'Goiás Federal Institute (ifg)', 'Federal University Of Goiaâ S', 'Federal University Goiás', 'Federal Institute Technology Of Goiás', 'Federal Institute Of Goias']",0
10-s2.0-116087052,116087052,Empresa de Pesquisa Agropecuária do Estado de Minas Gerais,,,['Empresa De Pesquisa Agropecuária Do Estado De Minas Gerais'],0
10-s2.0-120727194,120727194,Agroindustrial Cooperative of Rural Producers of Southwest Goiás,,,[],0
10-s2.0-115261721,115261721,MV. Pathologist - Veterinary Diagnostic Center - CDAPVET,,,['MV. Pathologist - Veterinary Diagnostic Center - CDAPVET'],0
10-s2.0-114446370,114446370,IFTM,,,[],0
10-s2.0-115261628,115261628,Laboratério de Pesquisa Carlos Azevedo,,,['Laboratério de Pesquisa Carlos Azevedo'],0
10-s2.0-126992928,126992928,University of North Rio de Janeiro,,,['University Of North Rio De Janeiro'],0
10-s2.0-113120598,113120598,Emater,,,['Emater'],0
10-s2.0-115619967,115619967,Federal University of Borderland South,,,['Federal University Of Borderland South'],0
10-s2.0-115621741,115621741,Federal University of Rio Grande,,,"['Federal University Of Rio Grande', 'Federal University Of Rio']",0
10-s2.0-115462434,115462434,Biocev Meio Ambiente,,,['Biocev Meio Ambiente'],0
10-s2.0-127155269,127155269,National Soybean Research Center of Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA),,,['National Soybean Research Center Of Empresa Brasileira De Pesquisa Agropecuária (embrapa)'],0
10-s2.0-110168059,110168059,Centro de Estudos Integrados da Biodiversidade Amazônica – CENBAM,,,[],0
10-s2.0-127232059,127232059,Universidade do Estado DaBahia,,,['Universidade Do Estado Dabahia'],0
10-s2.0-121111693,121111693,Sari Agriculture and Natural Resources University,,,['Sari Agriculture And Natural Resources University'],0
10-s2.0-115118699,115118699,Departamento de Ciências e Linguagens,,,['Departamento de Ciências e Linguagens'],0
10-s2.0-109586725,109586725,Instituto Nacional do Semi-Árido,,,"['Instituto Nacional Do Semiárido', 'Instituto Nacional Do Semi-árido', 'Instituto Nacional Semi-arido', 'Instituto Nacional Do Semi-árido/insa', 'Instituto Do Semi-árido']",0
10-s2.0-115640335,115640335,Universidade Federal de Viçosa,,,['Universidade Federal De Viçosa'],1
10-s2.0-122374957,122374957,Prefeitura Municipal de Angra dos Reis,,,"['Prefeitura Municipal De Angra Dos Reis', 'Secretaria Municipal De Saúde De Angra Dos Reis']",0
10-s2.0-115560389,115560389,Brazilian Journal of Biology,,,['Brazilian Journal Of Biology'],0
10-s2.0-127259017,127259017,Superintendência de Recursos Hídricos do Estado de Sergipe - SRH,,,['Superintendência De Recursos Hídricos Do Estado De Sergipe - Srh'],0
10-s2.0-114289409,114289409,Biota Soluções Ambientais Ltda,,,"['Biota Soluções Ambientais Ltda', 'Biota Soluções Ambientais']",0
10-s2.0-116999802,116999802,SMA,,,['SMA'],0
10-s2.0-127242846,127242846,Associação Riograndense de Empreendimentos de Assistência Técnica e Extensão Rural,,,['Associação Riograndense De Empreendimentos De Assistência Técnica E Extensão Rural'],0
10-s2.0-115418317,115418317,IFE,,,"['Ife', 'Ifes.', 'Ifes']",0
10-s2.0-127243073,127243073,Empresa de Assistência Técnica e Extensão Rural do Estado de Rio Grande do Sul,,,['Empresa De Assistência Técnica E Extensão Rural Do Estado De Rio Grande Do Sul'],0
10-s2.0-114733571,114733571,Fundação Agrária de Pesquisa Agropecuária,,,[],0
10-s2.0-127237672,127237672,Ciência Animal Tropical,,,['Ciência Animal Tropical'],0
10-s2.0-127237684,127237684,Escola de Medicina Veterinária e Zootecnia,,,['Escola De Medicina Veterinária E Zootecnia'],0
10-s2.0-127237909,127237909,FEPAGRO,,,['Fepagro'],0
10-s2.0-115418397,115418397,INDEA,,,['Indea'],0
10-s2.0-127237862,127237862,Bolsista PVNS CAPES,,,['Bolsista Pvns Capes'],0
10-s2.0-127237897,127237897,Médicos Veterinários,,,['Médicos Veterinários'],0
10-s2.0-124335702,124335702,Médicos Veterinários Autônomos,,,"['Médicos Veterinários Autônomos', 'Médico Veterinário Autônomo']",0
10-s2.0-115419206,115419206,Zootecnista da Ruraltins,,,['Zootecnista Da Ruraltins'],0
10-s2.0-127237800,127237800,Autônomos,,,['Autônomos'],0
10-s2.0-127237916,127237916,Pesquisador CNPq,,,"['Pesquisador Cnpq', 'Pesquisadores Cnpq']",0
10-s2.0-127238260,127238260,Werner and Werner-Laboratório de Patologia Veterinária,,,['Werner And Werner-laboratório De Patologia Veterinária'],0
10-s2.0-110175213,110175213,Bicho do Mato Meio Ambiente Ltda,,,"['Bicho Do Mato Meio Ambiente Ltda', 'Bicho Do Mato Meio Ambiente Ltda.', 'Bicho Do Mato Meio Ambiente']",0
10-s2.0-115220936,115220936,Discente do curso de Pós-graduação em Zootecnia da UFRRJ (PPGZ/UFRRJ),,,['Discente Do Curso De Pós-graduação Em Zootecnia Da Ufrrj (ppgz/ufrrj)'],0
10-s2.0-101683813,101683813,Universidade Santa Maria,,,"['Universidade Santa Maria', 'Universidad Santa Maria', 'Santa Maria', 'Universität Santa Maria', 'University Of Santa Maria', 'Universidade Pública Em Santa Maria', 'Univ. Of Santa Maria', 'Santa Maria State University']",0
10-s2.0-115221163,115221163,Discente do curso PPGZ/UFRRJ,,,['Discente Do Curso Ppgz/ufrrj'],0
10-s2.0-115220905,115220905,D.Sc. Da Rede Brasileira de Recuperação Ambiental,,,['D.sc. Da Rede Brasileira De Recuperação Ambiental'],0
10-s2.0-120726973,120726973,Produção Vegetal - UFT,,,['Produção Vegetal - Uft'],0
10-s2.0-120726946,120726946,Engenheira agrônoma,,,['Engenheira Agrônoma'],0
10-s2.0-109703110,109703110,UFT,,,[],0
10-s2.0-120014295,120014295,Engenheiro Agrônomo da Empresa Dow AgroSciences,,,['Engenheiro Agrônomo Da Empresa Dow Agrosciences'],0
10-s2.0-101720108,101720108,Departamento de Engenharia Agronômica,,,"['Departamento De Engenharia Agronômica', 'Dep. De Engenharia Agronômica']",0
10-s2.0-120014485,120014485,Stricto Sensu em Agronomia - área de concentração,,,['Stricto Sensu Em Agronomia - Área De Concentração'],0
10-s2.0-127155151,127155151,Nova Mutum,,,['Nova Mutum'],0
10-s2.0-113938948,113938948,Departamento de Fitotecnia e Ciências Ambientais/UFPB,,,"['Departamento De Fitotecnia E Ciências Ambientais/ufpb', 'Departamento De Fitotecnia E Ciências Ambientais - Cca - Ufpb', 'Departamento De Fitotecnia E Ciências Ambientais']",0
10-s2.0-113711073,113711073,Biotechnology Laboratory,,,['Biotechnology Laboratory'],0
10-s2.0-100699927,100699927,Centro,,,"['Centro', 'Centro -']",0
10-s2.0-115220693,115220693,Hidrolândia,,,['Hidrolândia'],0
10-s2.0-115154702,115154702,Centro de Triagem de Animais Silvestres do IBAMA,,,['Centro De Triagem De Animais Silvestres Do Ibama'],0
10-s2.0-126996325,126996325,Centro de Pesquisas Zoobotânicas e Geológicas CPZG/Divisão de Zoologia,,,['Centro De Pesquisas Zoobotânicas E Geológicas Cpzg/divisão De Zoologia'],0
10-s2.0-109480962,109480962,Centro Nacional de Pesquisa e Conservação de Primatas Brasileiros,,,"['Centro Nacional De Pesquisa E Conservação De Primatas Brasileiros', 'Centro Nacional De Pesquisa E Conservação De Primatas Brasileiros (cpb/icmbio)', 'Centro Nacional De Pesquisa E Conservação De Primatas Brasileiros - Cpb/icmbio', 'Centro Nacional De Pesquisa E Conservação De Primatas Brasileiros (cpb)']",0
10-s2.0-115273836,115273836,Goiano Federal Institute (IF Goiano),,,"['Goiano Federal Institute (if Goiano)', 'Goiáno Federal Institute', 'Goiano Federal Institute (ifgoiano)']",0
10-s2.0-108688076,108688076,Instituto Brasileiro para Medicina da Conservação - Tríade,,,[],0
10-s2.0-105623391,105623391,Caliman Agrícola S.A.,,,"['Caliman Agrícola S.a.', 'Caliman Agrícola Sa', 'Caliman Agrícola S/a', 'Caliman Agrícola S.a']",0
10-s2.0-114996780,114996780,Laboratório de Algas Marinhas (LAMAR),,,['Laboratório De Algas Marinhas (lamar)'],0
10-s2.0-126699175,126699175,Instituto Biológico,,,"['Instituto Biológico', 'Instituto Biologico', 'Instituto Biológico.']",0
10-s2.0-112618916,112618916,Fundação de Amparo à Pesquisa do Estado de São Paulo (FAPESP),,,[],0
10-s2.0-116086273,116086273,Vino Vitis Consulting,,,['Vino Vitis Consulting'],0
10-s2.0-101398961,101398961,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis,,,[],0
10-s2.0-127229218,127229218,Parque Zoológico Municipal Quinzinho de Barros,,,['Parque Zoológico Municipal Quinzinho De Barros'],0
10-s2.0-118426057,118426057,Projeto Tamanduá,,,['Projeto Tamanduá'],0
10-s2.0-114583984,114583984,Instituto Estadual de Florestas,,,['Instituto Estadual De Florestas'],0
10-s2.0-126710264,126710264,"Instituto Biológico, Rodovia Heitor Penteado",,,"['Rodovia Heitor Penteado', 'Instituto Biológico, Rodovia Heitor Penteado']",0
10-s2.0-126659839,126659839,Federal University,,,['Federal University'],0
10-s2.0-127158182,127158182,Ibá - Indústria Brasileira de Árvores,,,['Ibá - Indústria Brasileira De Árvores'],0
10-s2.0-127158113,127158113,Assistech Serviços Técnicos Florestais Ltda,,,['Assistech Serviços Técnicos Florestais Ltda'],0
10-s2.0-112942919,112942919,Fisheries Institute of São Paulo,,,[],0
10-s2.0-112643055,112643055,Food Technology Institute,,,[],0
10-s2.0-113132843,113132843,Polo Regional Centro Oeste (APTA/SAA),,,"['Polo Regional Centro Oeste (apta/saa)', 'Apta/saa Centro Oeste', 'Apta Regional Centro Oeste/apta/saa']",0
10-s2.0-119121713,119121713,Bairro Boa Esperança,,,['Bairro Boa Esperança'],0
10-s2.0-118664845,118664845,Comitê Brasileiro de Registros Ornitológicos,,,['Comitê Brasileiro De Registros Ornitológicos'],0
10-s2.0-110545615,110545615,Fundação Dracenense de Educação e Cultura,,,"['Fundação Dracenense de Educação e Cultura', 'Fundação Dracenense de Educação e Cultura']",0
10-s2.0-127171591,127171591,Fundação de Ciência E Tecnologia (CIEN-TEC),,,['Fundação De Ciência E Tecnologia (cien-tec)'],0
10-s2.0-127287450,127287450,Programa de Pós-graduação em Genética,,,['Programa De Pós-graduação Em Genética'],0
10-s2.0-126751436,126751436,Instituto Biológico,,,['Instituto Biológico'],0
10-s2.0-127258366,127258366,UFRB - BA,,,"['Ufrb-ba', 'Ufrb - Ba']",0
10-s2.0-117551219,117551219,UDESC-CAV,,,"['Udesc-cav', 'Udesc/cav', 'Udesc – Cav']",0
10-s2.0-107030124,107030124,Sao Paulo Energy Company (CESP),,,"['Sao Paulo Energy Company (cesp)', 'Energy Company Of São Paulo (cesp)', 'Energetic Company Of São Paulo State (cesp)']",0
10-s2.0-127258357,127258357,São Joaquim,,,['São Joaquim'],0
10-s2.0-126212203,126212203,Empresa de Pesquisa Agropecuária e Extensão Rural de Santa Catarina S.A. (EPAGRI),,,"['Empresa De Pesquisa Agropecuária E Extensão Rural De Santa Catarina S.a. (epagri)', 'Researcher Of The Empresa De Pesquisa Agropecuária E Extensão Rural De Santa Catarina S.a. (epagri)', 'Empresa De Pesquisa E Extensão Rural-epagri', 'Empresa De Pesquisa Agropecuária E Extensão Rural De Santa Catarina (epagri)', 'Empresa De Pesquisa Agropecuária E Extensão Rural De Santa Catarina']",0
10-s2.0-106121914,106121914,CCAUFES,,,"['Ccaufes', 'Cca/ufes', 'Cca-ufes', '- Cca-ufes']",0
10-s2.0-113832650,113832650,Centro de Ciências Agrárias,,,"['Centro De Ciências Agrárias', 'Centro De Cieˆncias Agra´rias']",0
10-s2.0-101632001,101632001,Oxiteno S/A Indústria e Comércio,,,"['Oxiteno S.a. Indústria E Comércio', 'Oxiteno S/a Indústria E Comércio', 'Oxiteno S/a Indust. E Comercio']",0
10-s2.0-128334514,128334514,Instituto Federal de Educação,,,[],0
10-s2.0-115241942,115241942,Centro Abrantes,,,['Centro Abrantes'],0
10-s2.0-115264144,115264144,Federal University of Səo Joəo del Rei (UFSJ),,,['Federal University of Səo Joəo del Rei (UFSJ)'],0
10-s2.0-121144777,121144777,ODEBRECHT Ambiental,,,['Odebrecht Ambiental'],0
10-s2.0-115242733,115242733,SAPRA S/A - Serviço de Assessoria E Proteção Radiológica,,,['Sapra S/a - Serviço De Assessoria E Proteção Radiológica'],0
10-s2.0-115241993,115241993,Institute of Exact and Technological Science,,,"['Institute Of Exact And Technological Science', 'Exact And Technology Sciences Institute - Icet']",0
10-s2.0-115242318,115242318,SENAI Innovation Institute for Mineral Technologies,,,"['Senai Innovation Institute For Mineral Technologies', 'Senai Innovation Institute For Mineral Technology', 'Senai Innovation Institute Of Mineral Technologies', 'Senai Innovation Institute For Mineral Technology (isi-tm)']",0
10-s2.0-112768480,112768480,Faculdade Metrocamp,,,"['Faculdade Metrocamp', 'Veris Faculdades/metrocamp']",0
10-s2.0-114533979,114533979,Instituto de Estudos Avançados,,,[],0
10-s2.0-115242266,115242266,Centro Universitário Padre Anchieta - UniAnchieta,,,['Centro Universitário Padre Anchieta - UniAnchieta'],0
10-s2.0-115132010,115132010,Federal University of BA,,,['Federal University of BA'],0
10-s2.0-124613302,124613302,Scientific and Technological Park - I,,,['Scientific And Technological Park - I'],0
10-s2.0-105120981,105120981,Escola de Especialistas de Aeronáutica (EEAR),,,"['Escola De Especialistas De Aeronáutica (eear)', 'Escola De Especialistas De Aeronáutica (eear) Da Força Aérea Brasileira', 'Escola De Especialistas De Aeronautica (eear)']",0
10-s2.0-106580556,106580556,Universidade Federal de Mato Grosso,,,"['Universidade Federal De Mato Grosso', 'Universidade Federalde Mato Grosso', 'Universidade Federal De Matogrosso', 'Universidade Federal De Mato Grossodo Sul', 'Universidade Federal De Mato Grosso Sul', 'Universidade Federal De Mato Grosso De Sul', 'Universidade Federal De Emato Grosso Do Sul', 'Universidade Fed. De Mato G. Do S.', 'Universidad Federal Del Mato Grosso Do Sul', 'Universidad Federal De Mato Grosso Del Sur']",1
10-s2.0-124613290,124613290,RHA Solutions Engenharia,,,['Rha Solutions Engenharia'],0
10-s2.0-114960717,114960717,Sun Metais Ltda,,,['Sun Metais Ltda'],0
10-s2.0-124613139,124613139,Celenge Engenharia,,,['Celenge Engenharia'],0
10-s2.0-108918517,108918517,Federal Fluminense Institute,,,"['Federal Fluminense Institute', 'Federal Institute Of Science And Technology Education (iff)']",0
10-s2.0-124613137,124613137,Universitário,,,['Universitário'],0
10-s2.0-124613304,124613304,Maracanã Consortium Rio 2014,,,['Maracanã Consortium Rio 2014'],0
10-s2.0-124613142,124613142,Centro,,,['Centro'],0
10-s2.0-114960633,114960633,Municipal Public Works Company of Rio de Janeiro State-RJ,,,"['Municipal Public Works Company Of Rio De Janeiro State-rj', 'Housing Company Of Rio De Janeiro State Government']",0
10-s2.0-124613279,124613279,State University of IVlaringá,,,['State University Of Ivlaringá'],0
10-s2.0-114960026,114960026,Eaton Ltda Divisão de Transmissões,,,['Eaton Ltda Divisão De Transmissões'],0
10-s2.0-113576335,113576335,GKN Do Brasil Ltda,,,['Gkn Do Brasil Ltda'],0
10-s2.0-114960834,114960834,Empresa Ioto International,,,['Empresa Ioto International'],0
10-s2.0-113136969,113136969,Instituto Tecnológico e de Pesquisas do Estado de Sergipe,,,"['Instituto Tecnológico E De Pesquisas Do Estado De Sergipe', 'Instituto Tecnológico E De Pesquisa Do Estado De Sergipe (itps)', 'Instituto Tecnológico E De Pesquisa Do Estado De Sergipe', 'Instituto Tecnológico De Pesquisa De Sergipe (itps)']",0
10-s2.0-124613125,124613125,Machado Sidney,,,['Machado Sidney'],0
10-s2.0-106796251,106796251,Praça Marechal Eduardo Gomes,,,[],0
10-s2.0-114960009,114960009,LACOR/PPGE3M/UFRGS,,,['Lacor/ppge3m/ufrgs'],0
